"id","user_id","section_id","score_data","completed_at","meta"
"97","51","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Expresar mis ideas,Tener el control de la situación,Oír y hablar,Prestarle atención a los detalles,PlanificarOír y compartir ideas,Usar mi imaginación,Un ambiente bien informal,Verificar mi comprensión,Pensar sobre las ideasMateriales visuales,Demostraciones,Experiencias,Ejercicios que usan la intuición,Debate en grupo¿Por qué?Sentir,Reflexionar,Organizar,OrdenarLo compra basado en la recomendación de amigos,Se preocupa con las formas, el color y la tecnología,Investiga y planea anticipadamente cómo va a utilizarlo,Se preocupa con el costo y el valor de reventa,Analiza cómo el coche le será útil en el día a díaMe gusta OrganizarOrganizado,Emocional,Lógico,SentimentalExigente, esforzado,Que vive en la luna,Intolerante,Ultrasensible,No decide soloAnalizo los \""hechos\"" tratándolos de forma lógica y racional.Una visión interpersonal, emocional \""humana\"".Vamos a participar y motivar,Es más seguro de esta forma,Siempre hacemos las cosas de esta forma""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-19 18:00:24.293903","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-19T18:00:22.733Z"",""totalResponses"":12}"
"98","56","2","{""trueResponses"":106,""completionRate"":96.2566844919786,""falseResponses"":74,""totalResponses"":180,""personalityProfile"":{""extroversion"":""high""}}","2026-03-19 18:06:19.68573","{""section"":""mips"",""completedAt"":""2026-03-19T18:06:16.954Z"",""totalQuestions"":180,""totalResponses"":180}"
"99","51","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-19 18:19:37.623872","{""section"":""gardner"",""completedAt"":""2026-03-19T18:19:35.614Z"",""totalResponses"":8,""totalIntelligences"":8}"
"100","56","3","{""scores"":{""social"":0,""artistic"":0,""realistic"":0,""conventional"":""0[object Object][object Object][object Object][object Object]"",""enterprising"":0,""investigative"":0},""primaryType"":""conventional"",""totalResponses"":4}","2026-03-19 18:53:52.372179","{""section"":""riasec"",""completedAt"":""2026-03-19T18:53:50.256Z"",""totalSections"":4,""totalResponses"":4}"
"101","51","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-19 18:56:20.857405","{""section"":""proyectivas"",""completedAt"":""2026-03-19T18:56:19.608Z"",""totalQuestions"":64,""totalResponses"":64}"
"102","51","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-19 19:39:22.945761","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-19T19:39:21.992Z"",""totalSections"":3,""totalResponses"":4}"
"103","59","2","{""trueResponses"":112,""completionRate"":96.2566844919786,""falseResponses"":68,""totalResponses"":180,""personalityProfile"":{""extroversion"":""high""}}","2026-03-19 20:07:31.149605","{""section"":""mips"",""completedAt"":""2026-03-19T20:07:30.193Z"",""totalQuestions"":180,""totalResponses"":180}"
"104","59","3","{""scores"":{""social"":0,""artistic"":0,""realistic"":0,""conventional"":""0[object Object][object Object][object Object][object Object]"",""enterprising"":0,""investigative"":0},""primaryType"":""conventional"",""totalResponses"":4}","2026-03-19 21:17:09.605862","{""section"":""riasec"",""completedAt"":""2026-03-19T21:17:08.319Z"",""totalSections"":4,""totalResponses"":4}"
"105","59","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Tener el control de la situación,Prestarle atención a los detalles,Expresar mis ideas,Trabajar con comunicación,Producir y organizarOír y compartir ideas,Verificar mi comprensión,Usar mi imaginación,Tomar iniciativas,Trabajar en grupoMateriales visuales,Debate en grupo,Analizando números, datos y hechos,Actividades paso a paso de refuerzo del contenido,Utilizando historias y música¿Por qué?Practicar,Evaluar,Descubrir,ReflexionarVerifica los equipos de seguridad y durabilidad,Le da importancia a la 'sensación' de confort del vehículo,Verifica el tamaño del baúl del coche,Se preocupa con la marca del fabricante,Analiza cómo el coche le será útil en el día a díaMe gusta CompartirActivo,Directo,Analítico,OrganizadoManiático por los números,Exigente, esforzado,No sabe concentrarse,Habla demasiado,Fácil de convencerAnalizo los \""hechos\"" tratándolos de forma lógica y racional.Una visión organizada, detallada, \""cronológica\"".Vamos a analizar,Es más seguro de esta forma,Vamos a conocer el resultado""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-19 21:24:21.652022","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-19T21:24:20.651Z"",""totalResponses"":12}"
"106","59","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-19 21:35:28.059862","{""section"":""gardner"",""completedAt"":""2026-03-19T21:35:26.281Z"",""totalResponses"":8,""totalIntelligences"":8}"
"107","59","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-19 22:22:25.199313","{""section"":""proyectivas"",""completedAt"":""2026-03-19T22:22:22.759Z"",""totalQuestions"":64,""totalResponses"":64}"
"108","59","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-19 22:49:21.225363","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-19T22:49:19.244Z"",""totalSections"":3,""totalResponses"":4}"
"109","60","2","{""trueResponses"":84,""completionRate"":96.2566844919786,""falseResponses"":96,""totalResponses"":180,""personalityProfile"":{""extroversion"":""low""}}","2026-03-19 23:14:47.509409","{""section"":""mips"",""completedAt"":""2026-03-19T23:14:44.692Z"",""totalQuestions"":180,""totalResponses"":180}"
"110","60","3","{""scores"":{""social"":0,""artistic"":0,""realistic"":0,""conventional"":""0[object Object][object Object][object Object][object Object]"",""enterprising"":0,""investigative"":0},""primaryType"":""conventional"",""totalResponses"":4}","2026-03-19 23:22:03.66099","{""section"":""riasec"",""completedAt"":""2026-03-19T23:22:02.705Z"",""totalSections"":4,""totalResponses"":4}"
"111","60","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Tener el control de la situación,Expresar mis ideas,Usar números, estadísticas,Analizar datos,Realizar las tareas siempre en el plazo previstoAdquirir habilidades por la práctica,Recibir informaciones paso a paso,Elaborar teorías,Oír y compartir ideas,Verificar mi comprensiónDemostraciones,Clases formales,Ejercicios de análisis,Actividades paso a paso con orden claro,Analizando números, datos y hechos¿Por qué?Practicar,Analizar,Descubrir,OrdenarLo comprás porque es el que tienen todos tus amigos o el que te recomendaron,Te preocupa cuánto le dura la batería y que no te deje a gamba,Lo primero que mirás es cuánta memoria interna tiene para guardar todo,Buscás que el celu encaje con tus proyectos (para crear contenido, trabajar o estudiar),Le das importancia a que sea cómodo en la mano y se sienta bien al usarloMe gusta OrganizarOrganizado,Sentimental,Analítico,PreparadoUltrasensible,Sin imaginación,Frío, insensible,No decide solo,Habla demasiadoAnalizo los \""hechos\"" tratándolos de forma lógica y racional.Una visión interpersonal, emocional \""humana\"".Vayamos al punto clave del problema,Vamos a analizar,Es más seguro de esta forma""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-19 23:32:00.909371","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-19T23:31:59.621Z"",""totalResponses"":12}"
"112","60","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-19 23:42:57.923794","{""section"":""gardner"",""completedAt"":""2026-03-19T23:42:56.868Z"",""totalResponses"":8,""totalIntelligences"":8}"
"113","60","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-20 00:10:28.888205","{""section"":""proyectivas"",""completedAt"":""2026-03-20T00:10:26.211Z"",""totalQuestions"":64,""totalResponses"":64}"
"114","61","2","{""trueResponses"":100,""completionRate"":96.2566844919786,""falseResponses"":80,""totalResponses"":180,""personalityProfile"":{""extroversion"":""high""}}","2026-03-20 00:15:12.399585","{""section"":""mips"",""completedAt"":""2026-03-20T00:15:10.851Z"",""totalQuestions"":180,""totalResponses"":180}"
"115","61","3","{""scores"":{""social"":0,""artistic"":0,""realistic"":0,""conventional"":""0[object Object][object Object][object Object][object Object]"",""enterprising"":0,""investigative"":0},""primaryType"":""conventional"",""totalResponses"":4}","2026-03-20 00:35:57.028562","{""section"":""riasec"",""completedAt"":""2026-03-20T00:35:55.307Z"",""totalSections"":4,""totalResponses"":4}"
"116","60","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-20 00:39:48.534038","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-20T00:39:48.189Z"",""totalSections"":3,""totalResponses"":4}"
"117","60","9","{""completionRate"":100,""responsesProvided"":4}","2026-03-20 00:59:27.788593","{""section"":""estilo-vida"",""completedAt"":""2026-03-20T00:59:26.250Z"",""totalSections"":3,""totalResponses"":4}"
"118","61","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Arriesgarse,Ser parte de un equipo,Realizar las tareas siempre en el plazo previsto,Hacer que algo funcione,Expresar mis ideasDescubrir cosas nuevas,Adquirir habilidades por la práctica,Tomar iniciativas,Hacer experiencias prácticas,Obtener y cuantificar hechosActividades paso a paso con orden claro,Debate en grupo,Demostraciones,Clases formales,Experiencias¿Cómo?Explorar,Practicar,Organizar,CompartirLe da importancia a la 'sensación' de confort del vehículo,Analiza cómo el coche le será útil en el día a día,Se preocupa con el costo y el valor de reventa,Verifica si se encaja en su proyecto o sueño de vida,Se preocupa con el consumo de combustibleMe gusta DescubrirExplorador,Activo,Directo,LógicoVago,Loquito,No decide solo,Cuadrado,UltrasensibleAnalizo los \""hechos\"" tratándolos de forma lógica y racional.Una visión analítica, lógica, racional, \""de resultados\"".Vayamos al punto clave del problema,Es más seguro de esta forma,Vamos a conocer el resultado""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-20 01:12:48.019218","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-20T01:12:46.542Z"",""totalResponses"":12}"
"119","61","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-20 01:24:26.364456","{""section"":""gardner"",""completedAt"":""2026-03-20T01:24:24.923Z"",""totalResponses"":8,""totalIntelligences"":8}"
"120","60","10","{""completionRate"":100,""responsesProvided"":3}","2026-03-20 01:32:22.868609","{""section"":""vision-futuro"",""completedAt"":""2026-03-20T01:32:21.641Z"",""totalSections"":3,""totalResponses"":3}"
"121","60","11","{""completionRate"":100,""responsesProvided"":2}","2026-03-20 01:39:32.531089","{""completedAt"":""2026-03-20T01:39:31.657Z"",""totalResponses"":2}"
"122","61","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-20 01:41:05.562396","{""section"":""proyectivas"",""completedAt"":""2026-03-20T01:41:05.015Z"",""totalQuestions"":64,""totalResponses"":64}"
"123","60","12","{""completed"":true,""completedAt"":""2026-03-20T01:42:00.291Z"",""responsesCount"":9}","2026-03-20 01:42:00.61293","{""section"":""universidad"",""completedAt"":""2026-03-20T01:42:00.291Z"",""totalBlocks"":5,""totalResponses"":9}"
"124","61","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-20 02:03:14.70201","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-20T02:03:12.559Z"",""totalSections"":3,""totalResponses"":4}"
"125","61","9","{""completionRate"":100,""responsesProvided"":4}","2026-03-20 02:15:45.199856","{""section"":""estilo-vida"",""completedAt"":""2026-03-20T02:15:43.610Z"",""totalSections"":3,""totalResponses"":4}"
"126","61","10","{""completionRate"":100,""responsesProvided"":3}","2026-03-20 02:32:42.161475","{""section"":""vision-futuro"",""completedAt"":""2026-03-20T02:32:40.793Z"",""totalSections"":3,""totalResponses"":3}"
"127","61","11","{""completionRate"":100,""responsesProvided"":2}","2026-03-20 02:42:00.033301","{""completedAt"":""2026-03-20T02:41:58.691Z"",""totalResponses"":2}"
"128","61","12","{""completed"":true,""completedAt"":""2026-03-20T02:44:13.467Z"",""responsesCount"":9}","2026-03-20 02:44:14.157278","{""section"":""universidad"",""completedAt"":""2026-03-20T02:44:13.467Z"",""totalBlocks"":5,""totalResponses"":9}"
"129","56","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Trabajar solo,Expresar mis ideas,Tener el control de la situación,Crear o usar recursos visuales,Oportunidades para probar cosas nuevasVerificar mi comprensión,Recibir informaciones paso a paso,Descubrir cosas nuevas,Criticar,Usar mi imaginaciónDebates estructurados por el instructor,Experiencias,Utilizando historias y música,Lectura de libros-textos,Actividades paso a paso de refuerzo del contenido¿Por qué?Conceptuar,Practicar,Analizar,ReflexionarBuscás el último modelo que salió, lo más nuevo de lo más nuevo,Querés que 'te enamore' apenas lo veas; que tenga toda la onda,Lo primero que mirás es cuánta memoria interna tiene para guardar todo,Te preocupa cuánto le dura la batería y que no te deje a gamba,Buscás que sea resistente (que si se te cae, no se haga mil pedazos)Me gusta AnalizarEmocional,Sentimental,Directo,LógicoIntolerante,No se junta a los otros,Exigente, esforzado,Vago,UltrasensibleAnalizo los \""hechos\"" tratándolos de forma lógica y racional.Una visión intuitiva, conceptual, visual, de \""contexto general\"".Vamos a ver el cuadro general,Vamos a participar y motivar,Veamos los valores humanos""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-20 10:40:07.625554","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-20T10:40:05.959Z"",""totalResponses"":12}"
"130","56","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-20 13:38:23.038464","{""section"":""gardner"",""completedAt"":""2026-03-20T13:38:20.811Z"",""totalResponses"":8,""totalIntelligences"":8}"
"131","56","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-20 14:01:13.815451","{""section"":""proyectivas"",""completedAt"":""2026-03-20T14:00:44.487Z"",""totalQuestions"":64,""totalResponses"":64}"
"132","56","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-20 17:22:19.394339","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-20T17:22:17.064Z"",""totalSections"":3,""totalResponses"":4}"
"133","56","9","{""completionRate"":100,""responsesProvided"":4}","2026-03-20 18:04:39.95945","{""section"":""estilo-vida"",""completedAt"":""2026-03-20T18:04:38.057Z"",""totalSections"":3,""totalResponses"":4}"
"134","56","10","{""completionRate"":100,""responsesProvided"":3}","2026-03-20 18:29:03.763526","{""section"":""vision-futuro"",""completedAt"":""2026-03-20T18:29:01.891Z"",""totalSections"":3,""totalResponses"":3}"
"135","56","11","{""completionRate"":100,""responsesProvided"":2}","2026-03-20 18:36:27.34541","{""completedAt"":""2026-03-20T18:36:26.487Z"",""totalResponses"":2}"
"136","56","12","{""completed"":true,""completedAt"":""2026-03-20T18:39:27.861Z"",""responsesCount"":9}","2026-03-20 18:39:28.148046","{""section"":""universidad"",""completedAt"":""2026-03-20T18:39:27.861Z"",""totalBlocks"":5,""totalResponses"":9}"
"137","69","2","{""trueResponses"":138,""completionRate"":96.2566844919786,""falseResponses"":42,""totalResponses"":180,""personalityProfile"":{""extroversion"":""high""}}","2026-03-21 02:46:17.048704","{""section"":""mips"",""completedAt"":""2026-03-21T02:46:12.386Z"",""totalQuestions"":180,""totalResponses"":180}"
"138","69","3","{""scores"":{""social"":0,""artistic"":0,""realistic"":0,""conventional"":""0[object Object][object Object][object Object][object Object]"",""enterprising"":0,""investigative"":0},""primaryType"":""conventional"",""totalResponses"":4}","2026-03-21 02:53:32.437577","{""section"":""riasec"",""completedAt"":""2026-03-21T02:53:29.155Z"",""totalSections"":4,""totalResponses"":4}"
"139","69","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Expresar mis ideas,Prestarle atención a los detalles,Trabajar con personas,Ser parte de un equipo,ArriesgarseOír y compartir ideas,Usar mi imaginación,Aplicar análisis y lógica,Adquirir habilidades por la práctica,Tomar iniciativasExperiencias,Demostraciones,Debate en grupo,Ejemplos con metáforas,Utilizando historias y música¿Cómo?Descubrir,Sentir,Reflexionar,CompartirVerifica si se encaja en su proyecto o sueño de vida,Se preocupa con el costo y el valor de reventa,Quiere 'amar' al coche,Se preocupa con el consumo de combustible,Se preocupa con las formas, el color y la tecnologíaMe gusta DescubrirExperimental,Lógico,Sentimental,ActivoExigente, esforzado,Que vive en la luna,No sabe concentrarse,No se junta a los otros,CuadradoSiento los \""hechos\"" y pienso en cómo nos afecta a todos y trato de resolverlo compartiendo lo que sentimosUna visión interpersonal, emocional \""humana\"".Vayamos al punto clave del problema,Vamos a ver el cuadro general,Vamos a innovar y crear sinergia""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-21 03:11:35.725693","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-21T03:11:33.097Z"",""totalResponses"":12}"
"140","69","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-22 01:23:44.064842","{""section"":""gardner"",""completedAt"":""2026-03-22T01:23:39.298Z"",""totalResponses"":8,""totalIntelligences"":8}"
"141","72","2","{""trueResponses"":95,""completionRate"":96.2566844919786,""falseResponses"":85,""totalResponses"":180,""personalityProfile"":{""extroversion"":""high""}}","2026-03-22 01:25:18.597267","{""section"":""mips"",""completedAt"":""2026-03-22T01:25:16.675Z"",""totalQuestions"":180,""totalResponses"":180}"
"142","72","12","{""completed"":true,""completedAt"":""2026-03-22T01:27:55.611Z"",""responsesCount"":9}","2026-03-22 01:27:56.304471","{""section"":""universidad"",""completedAt"":""2026-03-22T01:27:55.611Z"",""totalBlocks"":5,""totalResponses"":9}"
"143","72","3","{""scores"":{""social"":0,""artistic"":0,""realistic"":0,""conventional"":""0[object Object][object Object][object Object][object Object]"",""enterprising"":0,""investigative"":0},""primaryType"":""conventional"",""totalResponses"":4}","2026-03-22 01:33:22.649336","{""section"":""riasec"",""completedAt"":""2026-03-22T01:33:21.425Z"",""totalSections"":4,""totalResponses"":4}"
"144","72","11","{""completionRate"":100,""responsesProvided"":2}","2026-03-22 01:42:32.22569","{""completedAt"":""2026-03-22T01:42:30.917Z"",""totalResponses"":2}"
"145","69","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-22 01:48:20.639951","{""section"":""proyectivas"",""completedAt"":""2026-03-22T01:48:16.966Z"",""totalQuestions"":64,""totalResponses"":64}"
"146","72","4","{""quadrants"":{""practical"":0,""analytical"":0,""relational"":0,""experimental"":""0Tener el control de la situación,Prestarle atención a los detalles,Trabajar con personas,Ser parte de un equipo,Producir y organizarVisualizar rápidamente el cuadro general (el objetivo final),Adquirir habilidades por la práctica,Confiar en las intuiciones,Hacer experiencias prácticas,Usar mi imaginaciónExperiencias,Agenda bien flexible,Actividades paso a paso con orden claro,Utilizando historias y música,Materiales visuales¿Cómo?Organizar,Ordenar,Practicar,DescubrirTe importa muchísimo el diseño, los colores y que la cámara sea pro,Le das importancia a que sea cómodo en la mano y se sienta bien al usarlo,Analizás qué tan útil te va a ser para lo que hacés todos los días (gaming, redes, etc.),Lo primero que mirás es cuánta memoria interna tiene para guardar todo,Buscás que el celu encaje con tus proyectos (para crear contenido, trabajar o estudiar)Me gusta OrganizarOrganizado,Sentimental,Analítico,EmocionalVago,No sabe concentrarse,Que vive en la luna,Cuadrado,No decide soloOrganizo los \""hechos\"" tratando los detalles de forma realista y cronológica.Una visión organizada, detallada, \""cronológica\"".Vamos a ver el cuadro general,Vamos a ver el desarrollo del equipo,Es más seguro de esta forma""},""totalResponses"":12,""dominantQuadrant"":""experimental""}","2026-03-22 01:57:05.933074","{""section"":""herrmann"",""totalSteps"":13,""completedAt"":""2026-03-22T01:57:05.425Z"",""totalResponses"":12}"
"147","72","5","{""intelligences"":{""musical"":""0[object Object]"",""spatial"":""0[object Object]"",""linguistic"":""0[object Object]"",""naturalistic"":""0[object Object]"",""interpersonal"":""0[object Object]"",""intrapersonal"":""0[object Object]"",""bodilyKinesthetic"":""0[object Object]"",""logicalMathematical"":""0[object Object]""},""totalResponses"":8,""strongestIntelligence"":""naturalistic""}","2026-03-22 02:06:44.63911","{""section"":""gardner"",""completedAt"":""2026-03-22T02:06:43.430Z"",""totalResponses"":8,""totalIntelligences"":8}"
"148","72","10","{""completionRate"":100,""responsesProvided"":3}","2026-03-22 02:27:18.438865","{""section"":""vision-futuro"",""completedAt"":""2026-03-22T02:27:16.442Z"",""totalSections"":3,""totalResponses"":3}"
"149","72","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-22 02:43:08.964392","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-22T02:43:07.353Z"",""totalSections"":3,""totalResponses"":4}"
"150","72","9","{""completionRate"":100,""responsesProvided"":4}","2026-03-22 02:50:37.94995","{""section"":""estilo-vida"",""completedAt"":""2026-03-22T02:50:36.390Z"",""totalSections"":3,""totalResponses"":4}"
"151","72","6","{""completionRate"":100,""responsesProvided"":64}","2026-03-22 03:03:57.797657","{""section"":""proyectivas"",""completedAt"":""2026-03-22T03:03:55.707Z"",""totalQuestions"":64,""totalResponses"":64}"
"152","49","7","{""completionRate"":100,""responsesProvided"":4}","2026-03-24 23:00:43.081722","{""section"":""autodescubrimiento"",""completedAt"":""2026-03-24T23:00:41.199Z"",""totalSections"":3,""totalResponses"":4}"
"153","49","9","{""completionRate"":100,""responsesProvided"":4}","2026-03-24 23:21:29.850156","{""section"":""estilo-vida"",""completedAt"":""2026-03-24T23:21:28.101Z"",""totalSections"":3,""totalResponses"":4}"
"154","49","11","{""completionRate"":100,""responsesProvided"":2}","2026-03-25 00:18:12.08321","{""completedAt"":""2026-03-25T00:18:11.169Z"",""totalResponses"":2}"
"155","49","10","{""completionRate"":100,""responsesProvided"":3}","2026-03-25 23:26:09.986976","{""section"":""vision-futuro"",""completedAt"":""2026-03-25T23:26:07.894Z"",""totalSections"":3,""totalResponses"":3}"
"156","49","12","{""completed"":true,""completedAt"":""2026-03-25T23:28:27.071Z"",""responsesCount"":9}","2026-03-25 23:28:27.359827","{""section"":""universidad"",""completedAt"":""2026-03-25T23:28:27.071Z"",""totalBlocks"":5,""totalResponses"":9}"
