"id","university","faculty","title","title_type","duration","entry_conditions","location","phone_number","web","email"
"1093","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Licenciado en Diseño de la Imagen Visual","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1094","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Licenciado en Diseño Gráfico","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1095","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Licenciado en Diseño Industrial","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1096","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Licenciado en Diseño Multimedia y de Interacción","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1097","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Licenciado en Diseño Textil e Indumentaria","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1098","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Licenciado en Diseño y Gestión de Estéticas para la Moda","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1099","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico/a Universitario/a en Diseño de Productos Interactivos y Realidad Virtual","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1100","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Diseño de Interiores","Título Intermedio","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1101","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Diseño Gráfico","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1102","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Diseño Industrial","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1103","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Diseño Multimedia y de Interacción","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1104","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Diseño Textil e Indumentaria","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1105","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Diseño y Gestión de Estéticas para la Moda","Título Intermedio","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1106","Universidad Argentina de la Empresa","Facultad de Arquitectura y Diseño","Técnico Universitario en Representación y Documentación de Obra","Título Intermedio","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1107","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Asistente Universitario en Psicología","Título Intermedio","2.5 Años","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1108","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Licenciado/a en Gestión de Servicios de Salud","Grado","4 Años","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1109","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Licenciado/a en Gestión de Servicios de Salud - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","4 Cuatrimestres","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1110","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Licenciado/a en Gestión de Servicios de Salud - Ciclo de Licenciatura","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1111","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Licenciado/a en Gestión de Servicios de Salud - MD","Grado","4 Años","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1112","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Licenciado en Nutrición","Grado","4.5 Años","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1113","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Licenciado en Psicología","Grado","4 Años","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1114","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Técnico/a Universitario/a en Gestión de Servicios de Salud","Otros Pregrados","5 Cuatrimestres","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1115","Universidad Argentina de la Empresa","Facultad de Ciencias de la Salud","Técnico/a Universitario/a en Gestión de Servicios de Salud - MD","Otros Pregrados","5 Cuatrimestres","Consulte con la Institución","Lima 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1116","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Analista Administrativo Agropecuario","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1117","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Analista Administrativo Universitario","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1118","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Analista Contable y Administrativo","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1119","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Analista en Comercio Internacional","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1120","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Analista en Economía","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1121","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Analista en Finanzas","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1122","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Contador Público","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1123","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado/a en Marketing","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1124","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado/a en Negocios Digitales","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1125","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Administración de Empresas","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1126","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Administración de Empresas - MD","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1127","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Comercio Internacional","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1128","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Dirección de Negocios Globales","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1129","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Dirección en Finanzas Globales","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1130","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Economía","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1131","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Finanzas","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1132","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Licenciado en Recursos Humanos","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1133","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Técnico/a Universitario/a en Comercialización","Título Intermedio","2.5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1134","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Técnico/a Universitario/a en Marketing","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1135","Universidad Argentina de la Empresa","Facultad de Ciencias Económicas","Técnico/a Universitario/a en Negocios Digitales","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1136","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Abogado","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1137","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Analista en Política y Administración Pública","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1138","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Analista Político Universitario","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1139","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Intérprete Simultáneo de Idioma Inglés","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1140","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Licenciado/a en Criminología y Ciberdelitos","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1141","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Licenciado en Gobierno y Relaciones Internacionales","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1142","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Licenciado en Política y Administración Pública","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1143","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Martillero/a Público/a, Corredor/a y Administrador/a de Consorcios - MD","Otros Pregrados","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1144","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Martillero Público, Corredor y Administrador de Consorcio","Otros Pregrados","2.5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1145","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Perito Traductor Técnico Científico en Idioma Inglés","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1146","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Técnico/a Universitario/a en Ciberdelitos y Evidencia Digital","Título Intermedio","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1147","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Técnico Universitario en Derecho","Título Intermedio","2.5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1148","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Traductor/a Público/a en Idioma Inglés - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1149","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Traductor Científico-Técnico de Idioma Inglés","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1150","Universidad Argentina de la Empresa","Facultad de Ciencias Jurídicas y Sociales","Traductor Público en Idioma Inglés","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1151","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado/a en Deportes Electrónicos","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1152","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado/a en Relaciones Públicas y Comunicación Institucional","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1153","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Artes Escénicas","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1154","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Ciencias de la Comunicación","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1155","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Ciencias de la Comunicación - Ciclo de Licenciatura","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1156","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Comunicación Digital e Interactiva","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1157","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Comunicación Global","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1158","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Gastronomía","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1159","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Gestión de Medios y Entretenimientos","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1160","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Gestión Deportiva","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1161","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Publicidad","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1162","Universidad Argentina de la Empresa","Facultad de Comunicación","Licenciado en Turismo y Hotelería","Grado","4 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1163","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico/a Universitario/a en Arte Culinario","Otros Pregrados","2.5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1164","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico/a Universitario/a en Comunicación Digital e Interactiva","Título Intermedio","2.5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1165","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico/a Universitario/a en Deportes Electrónicos","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1166","Universidad CAECE","Departamento de Sistemas","Licenciado en Gestión de Sistemas y Negocios","Grado","4 Años","Ingreso Directo","Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 52522800","www.ucaece.edu.ar","informes@caece.edu.ar"
"1167","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico/ Universitario/a en Relaciones Públicas y Comunicación Institucional","Título Intermedio","2.5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1168","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Gastronomía","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1169","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Gestión de Medios y Entretenimiento","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1170","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Gestión Deportiva","Título Intermedio","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1171","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Hotelería","Otros Pregrados","2.5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1172","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Periodismo Deportivo","Otros Pregrados","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1173","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Publicidad","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1174","Universidad Argentina de la Empresa","Facultad de Comunicación","Técnico Universitario en Turismo y Hotelería","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1175","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Analista en Informática","Título Intermedio","3 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1176","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Analista en Organización","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1177","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Analista en Organización Industrial","Título Intermedio","5 Cuatrimestres","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1178","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Ingeniero Electromecánico","Grado","5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1179","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Ingeniero Electrónico","Grado","5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1180","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Ingeniero en Alimentos","Grado","5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1181","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Ingeniero en Informática","Grado","5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
"1182","Universidad Argentina de la Empresa","Facultad de Ingeniería y Ciencias Exactas","Ingeniero Industrial","Grado","5 Años","Consulte con la Institución","Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 40007600","www.uade.edu.ar","admision@uade.edu.ar"
